event,adId,campaignID,xForwardedFor,stateID,cityID
CLICK,7007,1821,157.33.18.142,2239,81116
CLICK,7007,1821,157.33.228.64,2239,81116
CLICK,7007,1821,152.57.19.130,2239,81116
CLICK,7007,1821,103.164.197.35,2239,81116
CLICK,7007,1821,157.33.32.27,2239,81116
